filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 801 to 1600,9977,212020,13.5,Red,France,"This vintage was ideal for the rich style that this estate has made its own. This wine is full bodied and ripe with black-currant and dark berry fruits. The tannins fall into the cushioned wine with ease and richness. Of course, the wine should be aged, so wait until 2026.",,115,96,1.197916667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lynch-Bages 2015  Pauillac,https://www.winemag.com/buying-guide/chateau-lynch-bages-2015-pauillac-279177/,Bordeaux-style Red Blend,2015,Château Lynch-Bages
winemag 9601 to 10400,4875,237531,,Red,France,"Classic Lynch-Bages with just a bit of extra power and richness. While the tannins are structured, it is the velvety fruit that rolls around the mouth that is the most dominant character. It is coming together into a wine that will be big and dense, but never over the top.",,115,96,1.197916667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lynch-Bages 2005  Pauillac,https://www.winemag.com/buying-guide/chateau-lynch-bages-2005-red-pauillac/,Bordeaux-style Red Blend,2005,Château Lynch-Bages
winemag 1 to 800,12498,12498,15,Red,France,"In keeping with the new style from this estate, this is a powerful, opulent wine. Its density, concentration and layers of dark fruits are all of a piece, held together by powerful tannins. Touches of black coffee and spice emphasize the richness of the fruit and the opulent aftertaste. Drink from 2025.",,125,96,1.302083333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Troplong Mondot 2015  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-troplong-mondot-2015-saint-emilion/,Bordeaux-style Red Blend,2015,Château Troplong Mondot
winemag 801 to 1600,5742,207785,15,Red,France,"This wine is packed with ripe black fruit and structured by a dense, mineral texture. Generous fruit tones and plenty of tannic grip translate to a wine worthy of the cellar. Drink from 2025.",Les Astéries,125,96,1.302083333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,JCP Maltus 2015 Les Astéries  (Saint-Émilion),https://www.winemag.com/buying-guide/jcp-maltus-2015-les-asteries-saint-emilion/,Bordeaux-style Red Blend,2015,JCP Maltus
winemag 12001 to 12800,927,47618,,Red,France,"This is likely to be one of the most long-lived Pomerol from 2000. It has hugely rich fruit, it is has great density. But what will give it its longevity is the layer of tannin that sits, brooding, in the middle of the wine. Don't even attempt to drink before 2012.",,130,96,1.354166667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Trotanoy 2000  Pomerol,https://www.winemag.com/buying-guide/chateau-trotanoy-2000-red-pomerol/,Bordeaux-style Red Blend,2000,Château Trotanoy
winemag 1601 to 2400,13478,75428,13.5,Red,France,"This powerful wine has a superb mix of the crispest fruit and great structure. Blackberries and black currants shine through the tannins, expressing the liveliness of the vintage. It is so well delineated with everything in its place. The wine is certainly going to age for decades. Drink from 2027.",,130,96,1.354166667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Ducru Beaucaillou 2014  Saint-Julien,https://www.winemag.com/buying-guide/chateau-ducru-beaucaillou-2014-saint-julien/,Bordeaux-style Red Blend,2014,Château Ducru Beaucaillou
winemag 801 to 1600,9972,212015,13.5,Red,France,"This is the new taste for this estate: richly endowed while remaining elegant and suave. Certainly, there is great concentration here as well as rich black fruits. But they are given a sense of style and poise that will remain with this wine as it ages. Drink from 2026.",,137,96,1.427083333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pichon Longueville Comtesse de Lalande 2015  Pauillac,https://www.winemag.com/buying-guide/chateau-pichon-longueville-comtesse-de-lalande-2015-pauillac-279179/,Bordeaux-style Red Blend,2015,Château Pichon Longueville Comtesse de Lalande
winemag 4001 to 4800,7386,115799,13.5,Red,France,"This combines considerable power and concentration with rich, impressive fruits. It has both style and elegance, with density to give it great aging potential. The tannins are firm while also having a velvet texture. The wine, dominated by Cabernet Sauvignon, is for serious aging. Drink from 2025.",,140,96,1.458333333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Las Cases 2012  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2012-red-saint-julien/,Bordeaux-style Red Blend,2012,Château Léoville Las Cases
winemag 12001 to 12800,930,47621,,Red,France,"Right from the early days of tasting in spring 2001, this was going to be one of the stars of the vintage. And a star it remains. There is big, ripe fruit, with solid, ageworthy tannins. It may not be as powerful as some of the blockbusters of the vintage, but it is certainly more opulent, less classical than Léoville-Barton can sometimes be.",,150,96,1.5625,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Barton 2000  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-barton-2000-red-saint-julien/,Bordeaux-style Red Blend,2000,Château Léoville Barton
winemag 1601 to 2400,13450,75400,14.5,Red,France,"With the amalgamation of Château Magdelaine into this one property, the estate is now a considerable 58 acres. The wine is now performing in top gear. Powerful tannins drive the mainly Merlot blend with 10% Cabernet Franc. It still shows signs of the wood aging and these will disappear to leave a richly endowed wine with a fine future. Drink from 2026.",,160,96,1.666666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Bélair-Monange 2014  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-belair-monange-2014-saint-emilion/,Bordeaux-style Red Blend,2014,Château Bélair-Monange
winemag 1601 to 2400,13458,75408,13.5,Red,France,"This almost 100% Cabernet Franc single-vineyard wine is perfumed and ripe. The velvet tannins and ripe black fruits are fine, structured and with enormous potential. The wine is generous, opulent and worthy of serious aging. Drink from 2027.",,175,96,1.822916667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Le Dôme 2014  Saint-Émilion,https://www.winemag.com/buying-guide/le-dome-2014-saint-emilion/,Bordeaux-style Red Blend,2014,Le Dôme
winemag 4801 to 5600,9945,133838,13.5,Red,France,"Huge structure, huge potential, a wine that will bring out all the fruit and density of the vintage while remaining very fresh. Black plums are already showing strongly along with the dry core that promises aging. It's serious while alive and bright. Drink this major wine from 2022.",,175,96,1.822916667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Las Cases 2011  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2011-red-saint-julien/,Bordeaux-style Red Blend,2011,Château Léoville Las Cases
winemag 6401 to 7200,15010,170147,,Red,France,"A dense, immense, solidly powerful wine. The ripest fruit overflows, paralleling the dark, solid tannins. As so often, Lynch-Bages is a blockbuster, dark and concentrated, with immense aging potential.",,195,96,2.03125,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lynch-Bages 2009  Pauillac,https://www.winemag.com/buying-guide/chateau-lynch-bages-2009-red-pauillac/,Bordeaux-style Red Blend,2009,Château Lynch-Bages
winemag 801 to 1600,5749,207792,13.5,Red,France,"While this wine is rich, it has a classical demeanor, with fine tannins that support but never dominate the ripe black fruits. Full of juicy acidity, it offers black currants and some fine, firm tannins at the end. This will take some time to mature, and the wine will not be ready to drink before 2027.",,195,96,2.03125,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Cos d'Estournel 2015  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-cos-destournel-2015-saint-estephe/,Bordeaux-style Red Blend,2015,Château Cos d'Estournel
winemag 801 to 1600,4460,206503,14,Red,France,"This sumptuous, powerful wine has a great sense of structure and tannins. It is also overwhelmingly dense with black fruits and swathes of rich black currants. In this vintage, even more Cabernet Sauvignon than usual in the blend has given a ripe wine set for a far-distant future. Drink from 2026.",,197,96,2.052083333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Montrose 2015  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-montrose-2015-saint-estephe/,Bordeaux-style Red Blend,2015,Château Montrose
winemag 6401 to 7200,12459,167596,,Red,France,"With a structure that runs between acidity and dark smoky tannins, this is a wine with potential opulence. It's very rich in character, dense and dark. The black plum flavors are dominant, along with excellent acidity. For the long-term.",,200,96,2.083333333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pichon Longueville 2009  Pauillac,https://www.winemag.com/buying-guide/chateau-pichon-longueville-2009-red-pauillac/,Bordeaux-style Red Blend,2009,Château Pichon Longueville
winemag 1601 to 2400,13456,75406,14.5,Red,France,"Here's an impressive wine that is so ripe and with great structure. It is a major wine with a dark complex texture and the finest acidity. The wine is very complete, all the elements in place from the black fruits to the tannins to the hints of wood aging. Now at the top of the tree in Saint-Emilion's classification, the wine will take years to mature. Drink from 2027.",,200,96,2.083333333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Valandraud 2014  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-valandraud-2014-saint-emilion/,Bordeaux-style Red Blend,2014,Château Valandraud
winemag 6401 to 7200,15014,170151,,Red,France,"An immensely structured wine, packed with dark tannins promising aging potential. It is complex, powerful, layered with new wood and concentration, finishing with dark plum fruits and acidity.",,200,96,2.083333333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Poyferré 2009  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-poyferre-2009-red-saint-julien/,Bordeaux-style Red Blend,2009,Château Léoville Poyferré
winemag 9601 to 10400,4877,237533,,Red,France,"A great, classic Pauillac, with its dark, dense, almost black currant flavors stirred together with immense tannins. The layers of dryness, fresh fruits, acidity and ripeness are all coming together into a magnificent structure. Age for at least 20 years.",,225,96,2.34375,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pichon Longueville 2005  Pauillac,https://www.winemag.com/buying-guide/chateau-pichon-longueville-2005-red-pauillac/,Bordeaux-style Red Blend,2005,Château Pichon Longueville
winemag 9601 to 10400,4879,237535,13.5,Red,France,"Certainly it is firm, with impressive power. But the smoothness of the ripe black fruits as they combine with the beautifully judged wood show a contrast of tension with the dense, chewy core. At its heart, this wine is dark and solid and concentrated, promising long aging.",,250,96,2.604166667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Trotanoy 2005  Pomerol,https://www.winemag.com/buying-guide/chateau-trotanoy-2005-red-pomerol/,Bordeaux-style Red Blend,2005,Château Trotanoy
winemag 4001 to 4800,7387,115800,,Red,France,"This is closed up, dry and tough on the outside. But you can feel the rich weight and the dark tannins along with the powerful structure. That makes this wine both replete with a firm character and also full of generous, concentrated black fruits. It's a powerful wine, ready for good aging; drink from 2022.",,275,96,2.864583333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château La Mission Haut-Brion 2012  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-mission-haut-brion-2012-red-pessac-leognan/,Bordeaux-style Red Blend,2012,Château La Mission Haut-Brion
winemag 6401 to 7200,15015,170152,,Red,France,"A ripe year like 2009 is kind to the Cabernet Sauvignon of Château Figeac. The wine is perfumed with new wood and sweet fruits, delicious black currant flavors giving both ripeness and freshness. The wine has weight and impressive density. A star of the vintage.",,280,96,2.916666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Figeac 2009  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-figeac-2009-red-saint-emilion/,Bordeaux-style Red Blend,2009,Château Figeac
winemag 10401 to 11200,10286,25548,,Red,France,"This may be from the exceptional vintage of 2003, but Château Margaux remains true to form. First and foremost, it is a refined, elegant wine, with complex layers of flavors. But, yes, the hot summer is there the dense, dry tannins, but somehow they seem to float through the wine rather than sitting heavily in the middle. Acidity and freshness come to finish, giving the wine a delicious lift. Imported by Diageo Chateau & Estates.",,360,96,3.75,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Margaux 2003  Margaux,https://www.winemag.com/buying-guide/chateau-margaux-2003-red-margaux/,Bordeaux-style Red Blend,2003,Château Margaux
winemag 6401 to 7200,12461,167598,,Red,France,"Enormous tannins, dominant black fruit and a solid, dense structure. The wine, packed with dark fruits, dry tannins, very firm in character. With its huge tannins as well as fruit, this is a wine that really needs many years of aging.",,360,96,3.75,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Montrose 2009  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-montrose-2009-red-saint-estephe/,Bordeaux-style Red Blend,2009,Château Montrose
winemag 12001 to 12800,928,47619,,Red,France,"For an Haut-Brion, this is huge. Every characteristic suggests power, from the dark color, through the knock-out perfumes, full of dark, brooding fruits. The flavors are black, intense and ripe. It is a delicious wine, surprisingly ready to drink. And yes, just at the end, there is a small hint of the delicacy and elegance that is true Haut-Brion.",Pessac-Léognan,400,96,4.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Haut-Brion 2000 Pessac-Léognan  (Bordeaux),https://www.winemag.com/buying-guide/chateau-haut-brion-2000-pessac-leognan-red-bordeaux/,Bordeaux-style Red Blend,2000,Château Haut-Brion
winemag 1601 to 2400,13576,75526,13.5,Red,France,"The label of this vintage is designed by David Hockney in memory of Philippine de Rothschild. It is a powerful wine in the rich style of Mouton with strong black-currant fruits from 81% Cabernet Sauvignon. It is dense and dark, ready to age for many years. Drink this impressive wine from 2026.",,400,96,4.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Mouton Rothschild 2014  Pauillac,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2014-pauillac/,Bordeaux-style Red Blend,2014,Château Mouton Rothschild
winemag 3201 to 4000,6186,99066,13,Red,France,"This generous, almost opulent wine has both concentration and rounded fruits. It's open already, hinting at wood-aging while concentrating much more on the ripe fruits. Packed with fruit and tannins, it's densely textured. It will age, of course; don't start to drink before 2025.",,400,96,4.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Mouton Rothschild 2013  Pauillac,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2013-pauillac/,Bordeaux-style Red Blend,2013,Château Mouton Rothschild
winemag 6401 to 7200,15009,170146,,Red,France,"Beneath the surface tannins is great Merlot fruit, very ripe and full-bodied, a powerhouse of flavors. The depth and complexity of the wine is all there, along with a dark core of dryness. A wine for long-term aging.",,400,96,4.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Trotanoy 2009  Pomerol,https://www.winemag.com/buying-guide/chateau-trotanoy-2009-red-pomerol/,Bordeaux-style Red Blend,2009,Château Trotanoy
winemag 5601 to 6400,10761,150232,14.5,Red,France,"A complex wine, exhibiting smoky tannins, rich fruit, a dark texture and concentration. Produced by the Moueix winemaking team, it feels complete with its sense of style and elegance as well as weight. Give this powerful wine many years in the cellar.",,475,96,4.947916667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Trotanoy 2010  Pomerol,https://www.winemag.com/buying-guide/chateau-trotanoy-2010-red-pomerol/,Bordeaux-style Red Blend,2010,Château Trotanoy
winemag 1601 to 2400,13463,75413,13.5,Red,France,"With its high proportion of Cabernet Franc (45%), this is a finely perfumed rich wine. It has great tannins, a smoky character that comes from the wood. The tannins are quite marked, giving a tight firm edge to the wine that otherwise has generous fruitiness. This is a complex wine, impressive, and likely to age over many years. Drink from 2028.",,475,96,4.947916667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Cheval Blanc 2014  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-cheval-blanc-2014-saint-emilion/,Bordeaux-style Red Blend,2014,Château Cheval Blanc
winemag 4001 to 4800,7392,115805,12.5,Red,France,"Showing the serious side of Lafite, this is big and dark, powered by tannins as much as fruit. The wood aging is still showing, although that will integrate into the great structure that holds up the ripe black currant fruits. Totally dominated by some of the finest Cabernet Sauvignon in Bordeaux, this wine has strength while also having great freshness. Drink from 2024.",,550,96,5.729166667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lafite Rothschild 2012  Pauillac,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2012-red-pauillac/,Bordeaux-style Red Blend,2012,Château Lafite Rothschild
winemag 801 to 1600,5759,207802,14.5,Red,France,"This wine, rich and opulent, defines the terroir of this estate. It has a rich, dense character, powerful and concentrated. The juicy black fruits enhance the impression of generosity as well as concentration. Drink from 2027.",,620,96,6.458333333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château La Mission Haut-Brion 2015  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-la-mission-haut-brion-2015-pessac-leognan/,Bordeaux-style Red Blend,2015,Château La Mission Haut-Brion
winemag 4801 to 5600,9948,133841,13,Red,France,"The wine shows the power typical of a Lafite but within the context of the fruity 2011 vintage. The immensely dense tannic structure gives the wine a solid feel that is lifted by so much ripe black currant and berry fruits. At the back, the wine has a more brooding, dark character that suggests great aging potential. Drink this wine from 2019.",,685,96,7.135416667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lafite Rothschild 2011  Pauillac,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2011-red-pauillac/,Bordeaux-style Red Blend,2011,Château Lafite Rothschild
winemag 6401 to 7200,15012,170149,,Red,France,"Solid, very structured, packed with dense and dry tannins. There is a core of acidity and darkness that gives the wine a brooding, powerful character. At this stage, it seems austere although it does have the weight of fruit typical of the year.",,1200,96,12.5,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Haut-Brion 2009  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-haut-brion-2009-red-pessac-leognan/,Bordeaux-style Red Blend,2009,Château Haut-Brion
winemag 6401 to 7200,15007,170144,,Red,France,"The purest Cabernet Sauvignon fruit, with dark chocolate and intense dark berry flavors. The tannins are so enveloped by the fruit and yet they promise great aging. At this stage, wood shows through the fruit, but the texture is so rich and opulent that it should easily become integrated.",,1300,96,13.54166667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Mouton Rothschild 2009  Pauillac,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2009-red-pauillac/,Bordeaux-style Red Blend,2009,Château Mouton Rothschild
winemag 1601 to 2400,13482,75432,14,Red,France,"The wine is a velvet glove in an iron fist. The smooth surface of ripe fruits and rich blackberry flavors, masks the dense tannins that will allow this very great wine to age for many, many years. The acidity and the rich fruit combine with the fine dusty tannins. The wine will surely not be ready to drink before 2027.",,2500,96,26.04166667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Pétrus 2014  Pomerol,https://www.winemag.com/buying-guide/chateau-petrus-2014-pomerol/,Bordeaux-style Red Blend,2014,Château Pétrus
winemag 1 to 800,12009,12009,14,Red,France,"From its privileged position on the sweep of vines leading up to the medieveal city of Saint-Émilion, this estate has made an impressive wine in this vintage. It is rich and concentrated both in its structure and its black fruits. Complex, dark and dense, it can age for many years. Drink from 2026.",,79,97,0.81443299,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château la Gaffeliére 2015  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-la-gaffeliere-2015-saint-emilion/,Bordeaux-style Red Blend,2015,Château la Gaffeliére
winemag 1601 to 2400,13499,75449,13,Red,France,The classic blend for Figeac with its 32% of Cabernet Sauvignon and 28% Cabernet Franc gives a beautifully dense wine with great tannins. The wine is perfumed while the complex tannins are finely cushioned by the generous black fruits and acidity. It is a wine for long-term aging. Drink from 2026.,,90,97,0.927835052,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Figeac 2014  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-figeac-2014-saint-emilion/,Bordeaux-style Red Blend,2014,Château Figeac
winemag 1 to 800,12008,12008,14,Red,France,"This is a beautifully crafted, structured wine. From its ripe black-currant fruits through the acidity and tense tannins, to the full, generous aftertaste, the wine impresses. It has great fruit, balanced acidity and a good potential. Drink from 2025.",,92,97,0.948453608,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Pavie Macquin 2015  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-pavie-macquin-2015-saint-emilion/,Bordeaux-style Red Blend,2015,Château Pavie Macquin
winemag 12001 to 12800,933,47624,,Red,France,"Denis Durantou's obsessive search for perfection paid off handsomely with this stunning 2000. Despite the richness of the fruit, there is still a sense of lightness to the wine which makes it surprisingly easy to comprehend at this stage. The Cabernet Franc perfumes couterpoint the rich Merlot, while the wood underpins everything.",,108,97,1.113402062,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château l'Eglise-Clinet 2000  Pomerol,https://www.winemag.com/buying-guide/chateau-leglise-clinet-2000-red-pomerol/,Bordeaux-style Red Blend,2000,Château l'Eglise-Clinet
winemag 5601 to 6400,10765,150236,,Red,France,"This is an architectural wine, very classical in its structure like so many of the top wines of 2010. It's powered by ripe tannins and beautiful black currant fruits. While the wine is gorgeously ripe, it also has a powerful dark and structured character. For long-term aging.",,110,97,1.134020619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Calon Ségur 2010  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-calon-segur-2010-red-saint-estephe/,Bordeaux-style Red Blend,2010,Château Calon Ségur
winemag 1601 to 2400,13498,75448,14,Red,France,"This is a rich, finely structured wine. It is highly perfumed, packed with black fruits and has a dark, firm texture. At the same time, the acidity is intense and the structure tight, suggesting a wine to age. Beautifully endowed with great fruit, it will take time to develop. Drink from 2026.",,130,97,1.340206186,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Vieux Château Certan 2014  Pomerol,https://www.winemag.com/buying-guide/vieux-chateau-certan-2014-pomerol/,Bordeaux-style Red Blend,2014,Vieux Château Certan
winemag 1601 to 2400,13501,75451,13.5,Red,France,"This is a very fine wine showing a new level of quality at Montrose. With its almost velvet tannins inside the intense black fruits, the wine is rich, smooth and generous. Blackberry and black-plum fruits are to the fore along with the fine acidity and great structure. A wine to age for decades, it will be ready to drink from 2027.",,135,97,1.391752577,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Montrose 2014  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-montrose-2014-saint-estephe/,Bordeaux-style Red Blend,2014,Château Montrose
winemag 1601 to 2400,13500,75450,14,Red,France,"This is an immensely dense wine that is going to be a classic. The dark tannins are still lined with wood aging but that will go because the fruit underneath is also just as dense and intense. Blackberry, black plum and damson plum give power and sweetness. This is a great wine with huge potential. Drink from 2028.",,145,97,1.494845361,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Cos d'Estournel 2014  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-cos-destournel-2014-saint-estephe/,Bordeaux-style Red Blend,2014,Château Cos d'Estournel
winemag 1601 to 2400,13486,75436,13.5,Red,France,"This is a great wine. It has all the elements in place to produce a wine that will last for years: powerful fruit, rich tannins and a structure that is built to last. This is elegant, impressive and concentrated. Almost entirely Cabernet Sauvignon, the grape gives the wine its fruit and its tannins. Drink from 2028.",,150,97,1.546391753,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Las Cases 2014  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2014-saint-julien/,Bordeaux-style Red Blend,2014,Château Léoville Las Cases
winemag 9601 to 10400,4882,237538,,Red,France,"Power and elegance merge effortlessly in this superb wine. Its pure black currant fruit is tightly coiled, supported by just the right amount of firm tannins. Great aging potential. A triumph.",,150,97,1.546391753,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Barton 2005  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-barton-2005-red-saint-julien/,Bordeaux-style Red Blend,2005,Château Léoville Barton
winemag 6401 to 7200,15020,170157,,Red,France,"A very concentrated wine with such a stylish feel. It balances ripe berry fruits with chocolate and wood flavors in the richest, ripest combination. The wine has power, without losing its poised character. It's ready for long aging.",,170,97,1.75257732,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Troplong Mondot 2009  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-troplong-mondot-2009-red-saint-emilion/,Bordeaux-style Red Blend,2009,Château Troplong Mondot
winemag 801 to 1600,9981,212024,14,Red,France,"This estate, now performing on top form, has produced a rich, dense wine. Swathes of black fruits underline the generous structure and intensity. At first taste, the tannins are soft but that turns out to be an illusion. The tannins are just richly cushioned within the beautiful fruit. Drink from 2024.",,190,97,1.958762887,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Canon 2015  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-canon-2015-saint-emilion-279138/,Bordeaux-style Red Blend,2015,Château Canon
