"index","alcohol","category","country","description","designation","price","rating","region","subregion","title","url","varietal","vintage","winery"
"15562","12","Sparkling","France","This beautiful wine, with its poise, elegance and balance, has both a steely mineral core and an outer ripe-fruit character. It has citrus, tight acidity and rich apple and green-plum flavors. The wine is still a little young and will be better from 2019.","Vintage Brut","80","95","Champagne","Champagne","Louis Roederer 2012 Vintage Brut  (Champagne)","https://www.winemag.com/buying-guide/louis-roederer-2012-vintage-brut-champagne/","Champagne Blend","2012","Louis Roederer"
"15563","12.5","Sparkling","France","Produced from organically grown grapes, this is a rich wine. Its lightly oxidative character gives it a smoothness as well as bringing out ripe white fruits and citrus. It is a finely made wine, worthy of aging for a few more years. Drink from 2019.","Triple B","90","94","Champagne","Champagne","Besserat de Bellefon 2012 Triple B  (Champagne)","https://www.winemag.com/buying-guide/besserat-de-bellefon-2012-triple-b-champagne/","Champagne Blend","2012","Besserat de Bellefon"
"15564","12","Sparkling","France","This mature generous wine is perfectly ready to drink. Its red fruits are now balanced by a toasty character as well as ripe acidity and a touch of tannin. This is a very fine wine, balanced and rich. Drink now.","Brut Rosé","80","94","Champagne","Champagne","Louis Roederer 2012 Brut Rosé  (Champagne)","https://www.winemag.com/buying-guide/louis-roederer-2012-brut-rose-champagne/","Champagne Blend","2012","Louis Roederer"
"15565","12.5","Sparkling","France","This rich, delicious wine is still bursting with young apple and grapefruit flavors, giving it a fruity start with great long-term potential. Then the concentration and the richly mineral texture kicks in, lending the wine intensity and the possibility of aging. Drink from 2019.","Marie-Amélie Fleur de Vigne Brut Blanc de Blancs Premier Cru Millésime","87","94","Champagne","Champagne","Henriet-Bazin 2012 Marie-Amélie Fleur de Vigne Brut Blanc de Blancs Premier Cru Millésime Chardonnay (Champagne)","https://www.winemag.com/buying-guide/henriet-bazin-2012-marie-amelie-fleur-de-vigne-brut-blanc-de-blancs-premier-cru-millesime-chardonnay-champagne/","Chardonnay","2012","Henriet-Bazin"
"15566","12","Sparkling","France","Mumm has always had a special relationship with the Chardonnay village of Cramant, and this new vintage reinforces that. It brings out both richness and minerality in a fine, generous blend. It comes from grand cru vineyards, ripe in its creamy apple character and the beginnings of maturity.","RSRV Maison Mumm Blanc de Blancs Grand Cru Brut","75","94","Champagne","Champagne","G. H. Mumm 2012 RSRV Maison Mumm Blanc de Blancs Grand Cru Brut  (Champagne)","https://www.winemag.com/buying-guide/g-h-mumm-2012-rsrv-maison-mumm-blanc-de-blancs-grand-cru-brut-chardonnay-champagne/","Champagne Blend","2012","G. H. Mumm"
"15567","12","Sparkling","France","This impressive dry wine is made as part of a club of producers who taste and evaluate each other's wines before release. A blend of 60% Pinot Noir and 40% Chardonnay, it is full of white fruit with a toasty edge that gives the wine weight. Behind this is a strongly mineral character with bite and zest that will allow it age further. Drink from 2020.","Premier Cru Special Club","65","95","Champagne","Champagne","Duménil 2012 Premier Cru Special Club  (Champagne)","https://www.winemag.com/buying-guide/dumenil-2012-premier-cru-special-club-champagne/","Champagne Blend","2012","Duménil"
"15568","12","Sparkling","France","A fine blend of equal parts of Pinot Noir, Chardonnay and Pinot Meunier, this ripe wine is crisp with acidity and a nervy mineral texture. It is still young, still tight and structured. But it will be a fine wine as it matures. Drink from 2019.","Tsarine Millésime Brut","60","93","Champagne","Champagne","Chanoine 2012 Tsarine Millésime Brut  (Champagne)","https://www.winemag.com/buying-guide/chanoine-2012-tsarine-millesime-brut-champagne/","Champagne Blend","2012","Chanoine"
"15809","12.5","Sparkling","France","The ripe combination of Chenin and Chardonnay gives this always-delicious wine its richness and creamy texture. It is ripe, full-bodied with melon and peach flavors as well as crisper acidity. This limited-production wine is smooth and rich at the end. Drink now.","Saphir Brut Vintage","18","91","Loire Valley","Saumur","Bouvet-Ladubay 2012 Saphir Brut Vintage  (Saumur)","https://www.winemag.com/buying-guide/bouvet-ladubay-2012-saphir-brut-vintage-white-blend-chenin-blanc-chardonnay-saumur/","Chenin Blanc-Chardonnay","2012","Bouvet-Ladubay"
"15824","12.5","Sparkling","France","A significant touch of bitterness in this wine spoils the otherwise attractive tropical fruit. It suggests the wine is too young and going through one of Chenin Blanc's growing-pain stages. Keep the wine until 2017 when it will broaden out and be all about perfumed fruit.","De Chanceny Brut Excellence","20","88","Loire Valley","Vouvray","Cave des Producteurs de Vouvray 2012 De Chanceny Brut Excellence  (Vouvray)","https://www.winemag.com/buying-guide/cave-producteurs-vouvray-2012-chanceny-brut-excellence-chenin-blanc-vouvray/","Chenin Blanc","2012","Cave des Producteurs de Vouvray"
"15826","12.5","Sparkling","France","Fermented only once in bottle, this wine is made in a traditional way used before Champagne was created. It's full in the mouth, nutty and rounded. It has ripe white fruits, greengages and a mineral texture. Ready to drink, it is rich and full-bodied.","L'Ancestrale","38","90","Loire Valley","Vouvray","Domaine Vincent Carême 2012 L'Ancestrale  (Vouvray)","https://www.winemag.com/buying-guide/domaine-vincent-careme-2012-lancestrale-chenin-blanc-vouvray/","Chenin Blanc","2012","Domaine Vincent Carême"
"15827","12","Sparkling","France","This is a fresh, almond and apple-flavored sparkling wine. With crisp acidity and some attractive bottle aging, it's ripe but cut by a steely aftertaste, and is ready to drink.","Cuvée T","25","87","Loire Valley","Vouvray","Domaine Vincent Carême 2012 Cuvée T  (Vouvray)","https://www.winemag.com/buying-guide/domaine-vincent-careme-2012-cuvee-t-chenin-blanc-vouvray/","Chenin Blanc","2012","Domaine Vincent Carême"
"15829","12","Sparkling","France","One of the top Vouvray sparkling wines, this 2012 is still young. That gives it almond, quince and pear flavors along with intense bright acidity. It is still missing the richer, toasty character that will come with age. Drink from 2016.","Cuvée Prédilection Brut","20","91","Loire Valley","Vouvray","Château Moncontour 2012 Cuvée Prédilection Brut  (Vouvray)","https://www.winemag.com/buying-guide/chateau-moncontour-2012-cuvee-predilection-brut-chenin-blanc-vouvray/","Chenin Blanc","2012","Château Moncontour"
"15843","12.5","Sparkling","France","After three years aging in bottle, this ripe, delicious wine is packed with white fruits and with a creamy texture that gives richness and freshness at the same time. It is lightly spicy, crisply textured to finish and ready to drink now.","Cuvée Millésimée Brut","18","89","Loire Valley","Vouvray","Vignoble Brisebarre 2012 Cuvée Millésimée Brut  (Vouvray)","https://www.winemag.com/buying-guide/vignoble-brisebarre-2012-cuvee-millesimee-brut-vouvray/","Chenin Blanc","2012","Vignoble Brisebarre"
"16288","12.5","Sparkling","France","The faintest note of caramel precedes hints of baked red apples. This is soft and generous, mellow and smooth, supported by very fine mousse and pervaded by subtle freshness. All the structure and richness of Pinot Noir are evident in this elegant Rosé. Its purity and poise is outstanding, its flavors linger and last. This is immensely rich yet slender: clearly the art of zero-dosage has been mastered here completely.","Brut Zéro Rosé","35","93","Alsace","Alsace","Zusslin 2013 Brut Zéro Rosé Pinot Noir (Alsace)","https://www.winemag.com/buying-guide/zusslin-2013-brut-zero-rose-pinot-noir-alsace/","Pinot Noir","2013","Zusslin"
"16289","13","Sparkling","France","While this is pink fizz, its intent is serious and showcases the structure of Pinot Noir. The palate is dry and displays some pleasant bitterness around the edges, accentuating both dryness and austerity. This will work better at the table-say with salmon sashimi-rather than as an apéritif. This is a serious wine, so explore its hidden charms.","Poussiére d'Etoiles Rosé Zéro Dosage","20","90","Alsace","Alsace","Vignoble des 2 Lunes 2013 Poussiére d'Etoiles Rosé Zéro Dosage Pinot Noir (Alsace)","https://www.winemag.com/buying-guide/vignoble-des-2-lunes-2013-poussiere-detoiles-rose-zero-dosage-pinot-noir-alsace/","Pinot Noir","2013","Vignoble des 2 Lunes"
"16599","12.5","Sparkling","France","Ripe yellow apple and a vanilla dominate the nose. This richness continues on the palate, with its full flavor and gently fizzing bubbles. It's a rich and rounded, yet dry and fresh wine. Consider this with food rather than as an aperitif. Lovely now, it is sure to evolve. Drink now-2025.","1698 Brut","40","92","Alsace","Crémant d'Alsace","Lucien Albrecht 2013 1698 Brut Chardonnay (Crémant d'Alsace)","https://www.winemag.com/buying-guide/lucien-albrecht-2013-1698-brut-chardonnay-cremant-dalsace/","Chardonnay","2013","Lucien Albrecht"
"16612","12","Sparkling","France","Brisk lemon freshness sets the tone on the nose. The very frothy mousse on the palate continues in this fruity, exuberant and fresh vein. The finish is superclean, brisk and dry, creating an ideal and invigorating apéritif-style for summer days.","Cuvée MIllésimée Non Dosée","26","89","Alsace","Crémant d'Alsace","André Kientzler 2013 Cuvée MIllésimée Non Dosée Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/andre-kientzler-2013-cuvee-millesimee-non-dosee-sparkling-cremant-dalsace/","Sparkling Blend","2013","André Kientzler"
"16600","12.5","Sparkling","France","Notes of fresh sourdough rye bread, crisp apples and citrus vie for attention and signal an evolved wine with beautiful notes of long autolysis. This is borne out on the exquisitely pure and fresh palate, still sprightly with lemon and green-apple freshness against a background of bread crust and crumb. Over time, the apple notes mellow and are reminiscent of spiced winter apple. This is marked by exquisite elegance and purity. Without any dosage, this shines with pure, intense and lively fruit.","Brut Zéro","39","93","Alsace","Crémant d'Alsace","Zusslin 2013 Brut Zéro Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/zusslin-2013-brut-zero-sparkling-cremant-dalsace/","Sparkling Blend","2013","Zusslin"
"16601","12.5","Sparkling","France","Fragrant notes of both green zingy fresh apples and more mellow baked apple fill the nose. The palate follows this with yeasty autolysis reminiscent of sourdough bread, dark honey and more refreshing green apple. The palate is lithe, dry and elegant with fine mousse and makes for a mouth-watering finish and a classy apéritif.","Plaisir Perlant Extra Brut","30","91","Alsace","Crémant d'Alsace","Domaine Charles Frey 2013 Plaisir Perlant Extra Brut Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-charles-frey-2013-plaisir-perlant-extra-brut-sparkling-cremant-dalsace/","Sparkling Blend","2013","Domaine Charles Frey"
"16602","12.5","Sparkling","France","The deep strawberry-pink color immediately spells fun but the palate is actually more serious than that. Full to the brim of strawberry fruit without being cloying or candied, there's a beautiful balance to the fruit expression, with lots of refreshment and plump, yet light-footed joy.","Rosé","28","90","Alsace","Crémant d'Alsace","Domaine Charles Frey 2013 Rosé Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-charles-frey-2013-rose-cremant-dalsace/","Sparkling Blend","2013","Domaine Charles Frey"
"16603","12.5","Sparkling","France","Strawberry hints and floral overtones promise pleasure that arrives on the dry, creamy palate. A lively froth accentuates lightness and ease, while dryness underlines the clean fruit flavors. Fine autolysis provides the creamy, textured background, all pervaded by a lively seam of bright acid.","Brut Rosé","20","91","Alsace","Crémant d'Alsace","Boeckel 2013 Brut Rosé Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/boeckel-2013-brut-rose-cremant-dalsace/","Sparkling Blend","2013","Boeckel"
"16604","12.5","Sparkling","France","Aromatic notes of green, yellow and red-cheeked apples waft enticingly from the glass. The palate is equally friendly and smile-inducing, with a totally fruit-driven but exuberant character that majors on frivolous pleasure. The palate is light, frothy and dry. This is made for sparkly afternoons and evenings that last and last. Be sure to get more than one bottle.",NULL,"30","90","Alsace","Crémant d'Alsace","Domaine Gresser 2013 Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-gresser-2013-sparkling-cremant-dalsace/","Sparkling Blend","2013","Domaine Gresser"
"16605","12.5","Sparkling","France","Frothy fizz carries fresh lemon and lime scents to the surface. The palate has the same citric flavor profile and is diffuse with lots of bubbles-which exaggerates the lightness of the dry palate even more. While there is not a lot of substance there certainly is lots of refreshment.","Tradition","18","87","Alsace","Crémant d'Alsace","Domaine Fernand Engel 2013 Tradition Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-fernand-engel-2013-tradition-sparkling-cremant-dalsace/","Sparkling Blend","2013","Domaine Fernand Engel"
"16606","12","Sparkling","France","A very neutral nose leads to an equally neutral palate. There is a hint of earthiness and just the merest edge of citric verve, with oatmeal flavors associated with autolysis. While there is balance and freshness, this is a very straight-laced crémant.","Brut Réserve","22","87","Alsace","Crémant d'Alsace","Jean-Marc Bernhard 2013 Brut Réserve Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/jean-marc-bernhard-2013-brut-reserve-sparkling-cremant-dalsace/","Sparkling Blend","2013","Jean-Marc Bernhard"
"16607","12","Sparkling","France","Both ripe, red apple and juicy Mirabelle plum make an enticing appearance. The fruity character somewhat loses itself on the broad palate which nonetheless is made lively by a frothy, friendly mousse. This is simple but fizzy and fresh, with a bitter finish.",NULL,"15","86","Alsace","Crémant d'Alsace","Domaine Mersiol 2013 Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-mersiol-2013-sparkling-cremant-dalsace/","Sparkling Blend","2013","Domaine Mersiol"
"16608","13","Sparkling","France","Creamy notes of strawberry shortcake make for an alluring nose. The impression continues on the palate with very fine creamy mousse while the more tender, tart red-berry notes now gain some enticing pepper spice. This is a very elegant, dry apéritif style. Without any dosage the finish is long, refreshing and dry.","Poussiére d'étoiles","30","92","Alsace","Crémant d'Alsace","Vignoble des 2 Lunes 2013 Poussiére d'étoiles Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/vignoble-des-2-lunes-2013-poussiere-detoiles-sparkling-cremant-dalsace/","Sparkling Blend","2013","Vignoble des 2 Lunes"
"16609","12.5","Sparkling","France","Ripe mirabelle fruit plays on the nose and leads onto a very rich, creamy but fresh palate. This is autolytic generosity set against bright lemony fruity freshness. The creamy mousse adds to the creaminess even more but also accentuates spiky lemon. The palate is bone dry but full of rich flavors. This is lovely now but will gain from bottle age. Drink 2017-2025.","Quintessence Extra Brut","35","92","Alsace","Crémant d'Alsace","Domaine Charles Frey 2013 Quintessence Extra Brut Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-charles-frey-2013-quintessence-extra-brut-sparkling-cremant-dalsace/","Sparkling Blend","2013","Domaine Charles Frey"
"16610","12.5","Sparkling","France","Very vivid notes of green citrus signal refreshment and lightness. The palate confirms this near weightless lightness and underlines it with fine tiny bubbles that fizz away creamily, providing a counterpoint and resulting in a wine that is both exquisitely light, dry, creamy and elegant. If you are looking for a sophisticated but light apéritif, this is your answer.","Blanc de Blancs Brut","30","92","Alsace","Crémant d'Alsace","Domaine Pfister 2013 Blanc de Blancs Brut Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-pfister-2013-blanc-de-blancs-brut-sparkling-cremant-dalsace/","Sparkling Blend","2013","Domaine Pfister"
"16611","12.5","Sparkling","France","Lemon plays on the nose alongside hints of shortbread. The palate has a lovely rich creaminess and very fine elegant mousse, creating an impression of light-bodied richness. This is sophisticated and dry, elegant and creamy-very grown-up and utterly delicious.","Cométe","27","92","Alsace","Crémant d'Alsace","Vignoble des 2 Lunes 2013 Cométe Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/vignoble-des-2-lunes-2013-comete-sparkling-cremant-dalsace/","Sparkling Blend","2013","Vignoble des 2 Lunes"
"17251","12","Sparkling","France","This is a crisp wine, fresh and with a texture that includes both minerality and light tannins. The wine is still young and very fruity, delicious now but better with some aging so the crispness can tone down a little. Drink from 2019.","Vive-la-Joie Rosé","33","91","Burgundy","Crémant de Bourgogne","Bailly-Lapierre 2013 Vive-la-Joie Rosé  (Crémant de Bourgogne)","https://www.winemag.com/buying-guide/bailly-lapierre-2013-vive-la-joie-rose-cremant-de-bourgogne-304466/","Pinot Noir","2013","Bailly-Lapierre"
"17252","12.5","Sparkling","France","With some age in the bottle, this wine shows sophisticated maturity while still keeping plenty of fruitiness. Crisp but creamy, it offers a rich texture and is ready to drink.","Brut Millésimé","30","89","Burgundy","Crémant de Bourgogne","Victorine de Chastenay 2013 Brut Millésimé  (Crémant de Bourgogne)","https://www.winemag.com/buying-guide/victorine-de-chastenay-2013-brut-millesime-cremant-de-bourgogne/","Sparkling Blend","2013","Victorine de Chastenay"
"17441","12","Sparkling","France","Produced from organically grown grapes, this is an impressively rich wine. Its generousity derives from the ripe grapes and the intense fruitiness that balances the total dryness of the wine. Drink from 2020.","Triple B by Besserat Brut Nature","95","94","Champagne","Champagne","Besserat de Bellefon 2013 Triple B by Besserat Brut Nature  (Champagne)","https://www.winemag.com/buying-guide/besserat-de-bellefon-2013-triple-b-by-besserat-brut-nature-champagne-301832/","Champagne Blend","2013","Besserat de Bellefon"
"17442","12","Sparkling","France","A smoothly textured wine, this is perfectly in balance, with red berry and currant fruitiness assimilated into the lightly tannic and crisp texture. Drink from 2019.","Brut Rosé","85","93","Champagne","Champagne","Louis Roederer 2013 Brut Rosé  (Champagne)","https://www.winemag.com/buying-guide/louis-roederer-2013-brut-rose-champagne/","Champagne Blend","2013","Louis Roederer"
"17443","12","Sparkling","France","Still young, this crisp, fruity wine is tangy and packed with red-currant flavors and acidity. The fruit balances with the fresh, tangy character that will allow this wine to age well. Drink now for its freshness, but the wine will be best from 2020.","Brut Rosé","68","93","Champagne","Champagne","Deutz 2013 Brut Rosé  (Champagne)","https://www.winemag.com/buying-guide/deutz-2013-brut-rose-champagne/","Champagne Blend","2013","Deutz"
"17444","12.5","Sparkling","France","This wine is named after Ernestine Doussot, the widow (veuve) who created this producer. Rich but tautly textured, it is balanced, elegant with a strong streak of acidity and minerality as well as tense citrus fruits. Drink from 2020.","Cuvée Ernestine","65","93","Champagne","Champagne","Veuve Doussot 2013 Cuvée Ernestine  (Champagne)","https://www.winemag.com/buying-guide/veuve-doussot-2013-cuvee-ernestine-champagne-301757/","Champagne Blend","2013","Veuve Doussot"
"17445","12","Sparkling","France","Typically Deutz, this stylish is wine full of fruit, with a crisp texture. A dry style and tautness go with the citrus flavors that are shot through with acidity. This well-structured wine is still young and will be best from 2020.","Brut","60","92","Champagne","Champagne","Deutz 2013 Brut  (Champagne)","https://www.winemag.com/buying-guide/deutz-2013-brut-champagne/","Champagne Blend","2013","Deutz"
"17446","12.5","Sparkling","France","This smooth and ripe wine has a creamy mousse and hints of mature, rich fruit. It is well poised, hinting at minerality while also boasting great fruitiness. Drink from 2019.","Cuvée L by VD","85","92","Champagne","Champagne","Veuve Doussot 2013 Cuvée L by VD Chardonnay (Champagne)","https://www.winemag.com/buying-guide/veuve-doussot-2013-cuvee-l-by-vd-chardonnay-champagne-301755/","Chardonnay","2013","Veuve Doussot"
"17447","12.5","Sparkling","France","A blend of Grand Cru fruit, this well-structured wine is rich while also tense, mineral and with further aging potential. Citrus acidity is allied to crisp apples to produce the fruity side of this well balanced wine. It will be better from 2020.","Blanc de Blancs Brut","75","91","Champagne","Champagne","Jacquart 2013 Blanc de Blancs Brut Chardonnay (Champagne)","https://www.winemag.com/buying-guide/jacquart-2013-blanc-de-blancs-brut-chardonnay-champagne/","Chardonnay","2013","Jacquart"
"17448","12","Sparkling","France","A rich blend of Pinot Noir and Pinot Meunier, this wine is full of red fruits. The crisp texture suggests a low dosage and a touch of tannin adds structure. Drink now.","Rosé de Saignée","80","88","Champagne","Champagne","Lelarge-Pugeot 2013 Rosé de Saignée  (Champagne)","https://www.winemag.com/buying-guide/lelarge-pugeot-2013-rose-de-saignee-champagne-300971/","Champagne Blend","2013","Lelarge-Pugeot"
"17449","12.5","Sparkling","France","This spring-flower-perfumed wine is crisp with citrus while having a soft backdrop of ripe apples. It is an intensely textured wine, mineral and zesty. Those elements contrast with the rich fruitiness and good acidity. The wine could be aged longer, and will be better from 2020.","Blanc de Blancs Brut","55","92","Champagne","Champagne","Jean-Noël Haton 2013 Blanc de Blancs Brut  (Champagne)","https://www.winemag.com/buying-guide/jean-noel-haton-2013-blanc-de-blancs-brut-champagne-290643/","Champagne Blend","2013","Jean-Noël Haton"
"17450","12","Sparkling","France","From a single parcel of organically grown Pinot Blanc, this was partially vinified in wood. It is dry, although the fruitiness of the grapes balances that dryness. The result is a rich wine, full of fruitiness and with a toasty edge that adds complexity. Drink now.","Colas Robin","50","89","Champagne","Champagne","Piollot Pére et Fils 2013 Colas Robin Pinot Blanc (Champagne)","https://www.winemag.com/buying-guide/piollot-pere-et-fils-2013-colas-robin-pinot-blanc-champagne/","Pinot Blanc","2013","Piollot Pére et Fils"
"17498","12","Sparkling","France","Made from 70% Chardonnay, 20% Chenin Blanc and 10% Mauzac, this leads with toasty notes of grilled apple, dried orange peel, yellow melon and a hint of wood spice. It's brisk and lively in effervescence, countered by ample, rich fruit tones of wood-grilled apple and orange cream.","Premiére Bulle Brut","20","88","Languedoc-Roussillon","Crémant de Limoux","Sieur d'Arques 2013 Premiére Bulle Brut Sparkling (Crémant de Limoux)","https://www.winemag.com/buying-guide/sieur-darques-2013-premiere-bulle-brut-sparkling-cremant-de-limoux/","Sparkling Blend","2013","Sieur d'Arques"
"17697","12","Sparkling","France","This ripe and full wine is balanced and textured. A mineral background gives a crisp character to the ripe yellow and pear fruit flavors. With long aging on lees, the wine has weight and richness. It should be aged further and drunk from 2016.","Cuvée Prédilection Brut","20","90","Loire Valley","Vouvray","Château Moncontour 2013 Cuvée Prédilection Brut  (Vouvray)","https://www.winemag.com/buying-guide/chateau-moncontour-2013-cuvee-predilection-brut-chenin-blanc-vouvray/","Chenin Blanc","2013","Château Moncontour"
"18103","12","Sparkling","France","This is an apple-fresh sparkling wine with a lively mousse. It crisp, refreshing and clean, with attractive fruitiness.","Brut Méthode Ancestrale","19","87","Southwest France","Gaillac","Domaine du Moulin 2013 Brut Méthode Ancestrale Mauzac (Gaillac)","https://www.winemag.com/buying-guide/domaine-moulin-2013-brut-methode-ancestrale-other-white-mauzac-gaillac/","Mauzac","2013","Domaine du Moulin"
"18104","10","Sparkling","France","This is a fresh and sweet sparkling wine, a little like a Moscato, with fresh apple and honey flavors. It makes a delicious apéritif wine or partner to a fruit dessert.","Brut","19","85","Southwest France","Gaillac","Domaine la Croix des Marchands 2013 Brut Mauzac (Gaillac)","https://www.winemag.com/buying-guide/domaine-croix-marchands-2013-brut-other-white-mauzac-gaillac/","Mauzac","2013","Domaine la Croix des Marchands"
"18208","12","Sparkling","France","Faint notes of strawberry rise from the glass; on the palate they become more subdued and meld into fresh, citrusy notes of grapefruit. The combination of fine fizz, grown-up dryness and spiky citrus is absolutely convincing, even mouth-watering.","Brut Rosé Millesimé","20","89","Alsace","Alsace","Arthur Metz 2014 Brut Rosé Millesimé Pinot Noir (Alsace)","https://www.winemag.com/buying-guide/arthur-metz-2014-brut-rose-millesime-pinot-noir-alsace/","Pinot Noir","2014","Arthur Metz"
"18509","12.5","Sparkling","France","The nose is shy and gives a mere but perfumed glimpse of melon and green apple. The palate then comes in with seductive, creamy depth of autolytic richness. This revels in its rounded, baked apple flavors, backed by salty yeasty richness. Yet it remains bone dry and slender. What an elegant, intriguing wine. Lovely now, certain to evolve. Drink now through 2028.","Brut Nature","25","94","Alsace","Crémant d'Alsace","Dirler-Cadé 2014 Brut Nature Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/dirler-cade-2014-brut-nature-sparkling-cremant-dalsace/","Sparkling Blend","2014","Dirler-Cadé"
"18510","12.5","Sparkling","France","At first, the abundant apple notes seem crisp and green. On the palate they attain the mellowness of ripe Golden Delicious apples and the aroma of yellow plums. There is a pleasant autolytic background of sponge-cake and shortbread, balanced by lovely aromatic lemon freshness and fine mousse. The finish is absolutely dry and very pure.","Brut Nature","20","91","Alsace","Crémant d'Alsace","Domaine Barmés-Buecher 2014 Brut Nature Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-barmes-buecher-2014-brut-nature-sparkling-cremant-dalsace/","Sparkling Blend","2014","Domaine Barmés-Buecher"
"18511","12","Sparkling","France","Sprightly citrus notes with a hint of grass and white blossom signal a very youthful and vibrant wine. The palate adds a touch of creamy richness but chiefly this is all about easy, fresh, lemony fizz. The finish is wonderfully dry and mouthwatering.","Brut Réserve","22","88","Alsace","Crémant d'Alsace","Jean-Marc Bernhard 2014 Brut Réserve Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/jean-marc-bernhard-2014-brut-reserve-sparkling-cremant-dalsace/","Sparkling Blend","2014","Jean-Marc Bernhard"
"18512","12.5","Sparkling","France","Something of both fresh and dried pink grapefruit zest plays about the nose. The very frothy palate adds some spice to that, as well as a pleasant hint of bitterness. All the fruit is accentuated by the frothing bursting bubbles. Drink soon, ideally as an animating apéritif. The zesty finish is very appetizing.","Nature Extra Brut","28","88","Alsace","Crémant d'Alsace","Domaine Charles Frey 2014 Nature Extra Brut Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-charles-frey-2014-nature-extra-brut-sparkling-cremant-dalsace/","Sparkling Blend","2014","Domaine Charles Frey"
"18513","12.5","Sparkling","France","Scented mellow notes of ripe yellow apple stream from the glass. On the palate they are displayed against an autolytic background that recalls both rye bread and short-crust pastry. The mouse is very fine and adds creamy allure to the dry light palate. This is dry, classy and rather sophisticated with a refreshing finish that leaves a lasting impression.","Extra Brut Chardonnay","40","92","Alsace","Crémant d'Alsace","Boeckel 2014 Extra Brut Chardonnay Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/boeckel-2014-extra-brut-chardonnay-sparkling-cremant-dalsace/","Sparkling Blend","2014","Boeckel"
"18514","12.5","Sparkling","France","Beautifully fruity notes of fresh and baked apples create an inviting nose. The palate fizzes away with creamy mousse and a lovely yeasty autolytic edge reminiscent of fresh rye bread. The apple fruit brightens the entire palate and creates a rounded, harmonious and very balanced dry finish.","Plaisir Perlant Extra Brut","29","91","Alsace","Crémant d'Alsace","Domaine Charles Frey 2014 Plaisir Perlant Extra Brut Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-charles-frey-2014-plaisir-perlant-extra-brut-sparkling-cremant-dalsace/","Sparkling Blend","2014","Domaine Charles Frey"
"18515",NULL,"Sparkling","France","Yellow-apple notes are clearly expressed on the nose. They also appear with lovely purity on the balanced dry palate which has a rich backdrop of autolysis with hints of rye bread. The mousse is fine and creamy, the finish is dry and lasting.","Brut","29","91","Alsace","Crémant d'Alsace","Domaine Mersiol 2014 Brut Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-mersiol-2014-brut-sparkling-cremant-dalsace/","Sparkling Blend","2014","Domaine Mersiol"
"18516","12.5","Sparkling","France","Fresh citrus and green apple have a leafy touch and something that is reminiscent of wet stone. That taut slenderness is apparent throughout the light dry palate where lemony freshness plays the central role. The fizz is fine and creamy and leaves the mouth filled with freshness. This is vivid, has lots of verve and a clean dry finish.","Symphonie en P","25","91","Alsace","Crémant d'Alsace","Cave de Cleebourg 2014 Symphonie en P Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/cave-de-cleebourg-2014-symphonie-en-p-sparkling-cremant-dalsace/","Sparkling Blend","2014","Cave de Cleebourg"
"19171","11.5","Sparkling","France","This salmon-colored blend of 90% Cabernet Franc and just a touch of Merlot is light, crisp and perfumed. It has a creamy mousse and a bright, red currant-inflected aftertaste. Drink now.","Brut Rosé","19","87","Bordeaux","Crémant de Bordeaux","Calvet 2014 Brut Rosé  (Crémant de Bordeaux)","https://www.winemag.com/buying-guide/calvet-2014-brut-rose-cremant-de-bordeaux/","Sparkling Blend","2014","Calvet"
"19853","12","Sparkling","France","This ripe while also crisp wine has just over half Chardonnay in the blend with Pinot Noir. It is crisp, tight with citrus and apples as well as a pure line in refreshing acidity. This is a food wine, ready to drink now.","Egarade Brut","26","91","Burgundy","Crémant de Bourgogne","Bailly-Lapierre 2014 Egarade Brut  (Crémant de Bourgogne)","https://www.winemag.com/buying-guide/bailly-lapierre-2014-egarade-brut-cremant-de-bourgogne/","Champagne Blend","2014","Bailly-Lapierre"
